pdf_procedure_id,primary_procedure_id,default_modifiers,mapping_confidence,needs_review
tosp_sb808l,pap_lower_limb_traumatic_amputation_major_replantation,[],high,false
tosp_sb808m,pap_mandible_or_maxilla_odontogenic_cyst_enucleation,[],high,false
tosp_sb808s,pap_spine_deformities_three_column_osteotomy,[],high,false
tosp_sb808t,pap_tendon_sheath_tenosynovitis_drainage,[],high,false
tosp_sb808u,pap_upper_limb_lower_limb_closed_reduction_and_definitive_fixation,"[""open""]",low,true
tosp_sb809b,pap_bone_and_joints_removal_of_simple_implants,[],high,false
tosp_sb809f,pap_femur_delayed_non_union,[],low,true
tosp_sb809h,pap_hand_deformity_intrinsic_muscle_release_transfer_extensor_relocation,[],high,false
tosp_sb809j,pap_joints_dislocations_manipulation_and_kirschner_wire_fixation,[],high,false
tosp_sb809k,pap_knee_total_joint_replacement,"[""bilateral""]",high,false
tosp_sb809l,pap_lower_limb_amputation,[],high,false
tosp_sb809m,pap_mandible_or_maxilla_odontogenic_cyst_enucleation,[],high,false
tosp_sb809t,pap_tendon_achilles_disruption_repair,[],high,false
tosp_sb809u,pap_upper_limb_lower_limb_ring_external_fixator,[],low,true
tosp_sb810b,pap_bone_tumor_3_cm,[],low,true
tosp_sb810f,pap_femur_fracture_intramedullary_nailing_rod,[],low,true
tosp_sb810h,pap_hand_extra_digit_amputation_stump_revision,[],high,false
tosp_sb810j,pap_joints_dislocations_wound_debridement,[],high,false
tosp_sb810k,pap_knee_primary_total_joint_replacement,"[""unilateral""]",high,false
tosp_sb810l,pap_lower_limb_application_of_cast_msp,[],high,false
tosp_sb810m,pap_mandible_or_maxilla_odontogenic_cyst_marsupialization,[],high,false
tosp_sb810s,pap_spine_interbody_fusion_without_anterior_posterior_instrumentation,[],low,true
tosp_sb810t,pap_tendon_extensor_adhesion_tenolysis,[],high,false
tosp_sb810u,pap_upper_limb_lower_limb_deformity_and_limb_length_deformity_osteotomy_osteotomies,[],high,false
tosp_sb811b,pap_bone_tumor_radical_excision,[],low,true
tosp_sb811f,pap_femur_fracture_reduction_and_internal_fixation,"[""open""]",low,true
tosp_sb811h,pap_hand_flexor_tendon_injuries_insertion_of_silastic_rod,[],high,false
tosp_sb811j,pap_joints_loose_bodies_removal,[],high,false
tosp_sb811l,pap_lower_limb_hindquarter_amputation,[],high,false
tosp_sb811m,pap_mandible_or_maxilla_old_fractures_osteotomy_removal_of_plates_or_wires,[],high,false
tosp_sb811s,pap_spine_prolapsed_disc_nucleoplasty,[],high,false
tosp_sb811t,pap_tendon_extensor_adhesion_tenolysis,[],high,false
tosp_sb812b,pap_bone_epiphysiolysis,[],low,true
tosp_sb812f,pap_finger_defect_contracture_reconstruction,[],high,false
tosp_sb812h,pap_hand_foreign_body_removal,[],low,true
tosp_sb812j,pap_bone_joints_major_crush_injuries_wound_debridement,[],high,false
tosp_sb812l,pap_lower_limb_hip_disarticulation,[],high,false
tosp_sb812m,pap_mandible_or_maxilla_tumor_marginal_resection,[],high,false
tosp_sb812t,pap_tendon_extensor_injury_repair,[],high,false
tosp_sb813b,pap_bone_tumor_excision,[],low,true
tosp_sb813f,pap_finger_deformities_correction,[],high,false
tosp_sb813h,pap_hand_foreign_body_removal,[],low,true
tosp_sb813j,pap_joints_septic_arthritis_drainage,[],low,true
tosp_sb813l,pap_upper_limb_lower_limb_closed_fractures_external_fixation_without_debridement_or,[],low,true
tosp_sb813m,pap_mandible_alveolectomy_mandible_or_maxilla,[],high,false
tosp_sb813t,pap_tendon_extensor_injury_repair,[],high,false
tosp_sb814b,pap_bone_tumor_excision,[],low,true
tosp_sb814f,pap_finger_injury_debridement,[],high,false
tosp_sb814h,pap_hand_fractures_dislocation_reduction_and_internal_fixation,"[""open""]",med,false
tosp_sb814j,pap_joints_septic_arthritis_simple_drainage,[],high,false
tosp_sb814l,pap_lower_limb_ischemia_fasciotomy,[],high,false
tosp_sb814m,pap_alveoloplasty,"[""bilateral""]",low,true
tosp_sb814s,pap_spine_syringomyelia_laminectomy_and_drainage,[],high,false
tosp_sb814t,pap_tendon_flexor_disruption_repair,[],high,false
tosp_sb815b,pap_bone_tumor_wide_excision,[],high,false
tosp_sb815h,pap_hand_polydactyly_amputation,[],low,true
tosp_sb815m,pap_mandible_genioplasty,[],high,false
tosp_sb815t,pap_tendon_flexor_adhesion_tenolysis,[],high,false
tosp_sb816f,pap_finger_ring_constriction_correction,[],high,false
tosp_sb816h,pap_hand_scar_revision,[],high,false
tosp_sb816j,pap_joints_epiphysiolysis,[],low,true
tosp_sb816m,pap_mandible_or_maxilla_insertion_of_endosseous_dental_implant,[],high,false
tosp_sb816t,pap_tendon_flexor_adhesion_tenolysis,[],high,false
tosp_sb817b,pap_bone_bone_loss_nonunion_bone_grafting,[],high,false
tosp_sb817f,pap_finger_ring_constriction_correction,[],high,false
tosp_sb817h,pap_hand_soft_tissue_tumor_excision_1_5cm,[],high,false
tosp_sb817j,pap_joints_total_joint_replacement,[],high,false
tosp_sb817m,pap_mandible_and_or_maxilla_insertion_of_transmandibular_implant_subperiosteal_impla,[],high,false
tosp_sb817t,pap_tendon_flexor_defect_grafting,[],high,false
tosp_sb818b,pap_bone_deformities_corrective_surgery,[],high,false
tosp_sb818f,pap_finger_swan_neck_boutonniere_deformity_correction,[],high,false
tosp_sb818h,pap_hand_superficial_infection_drainage,[],high,false
tosp_sb818j,pap_joints_arthrodesis,[],high,false
tosp_sb818m,pap_mandible_mandibular_ramus_body_ostectomy_osteotomy,[],low,true
tosp_sb818s,pap_spine_spinal_rhizolysis_involving_exposure_of_spinal_nerve_roots,[],high,false
tosp_sb818t,pap_tendon_flexor_defect_grafting,[],high,false
tosp_sb819b,pap_bone_and_joints_deformities_osteotomies_and_fixation,"[""fluoroscopic""]",low,true
tosp_sb819f,pap_finger_syndactyly_separation,[],high,false
tosp_sb819h,pap_hand_tumors_excision,[],low,true
tosp_sb819j,pap_joints_synovitis_synovectomy,[],high,false
tosp_sb819m,pap_mandible_mandibular_ramus_body_ostectomy_osteotomy_without_segmental_osteotomy,[],low,true
tosp_sb819s,pap_spine_interbody_fusion_without_anterior_posterior_instrumentation,[],low,true
tosp_sb819t,pap_tendon_flexor_injury_repair,[],high,false
tosp_sb820b,pap_bone_exostosis_excision,"[""biopsy""]",med,false
tosp_sb820f,pap_finger_syndactyly_correction,[],high,false
tosp_sb820h,pap_hand_wart_corn_naevus_excision,[],high,false
tosp_sb820j,pap_joints_dislocation_reduction_without_general_anaesthesia,[],low,true
tosp_sb820m,pap_mandible_reconstruction,[],low,true
tosp_sb820t,pap_tendon_flexor_injury_repair,[],high,false
tosp_sb821b,pap_bone_fracture_dislocation_sprain_full_cast,[],high,false
tosp_sb821f,pap_finger_trauma_replantation,[],high,false
tosp_sb821h,pap_head_craniofacial_resection_and_reconstruction,[],high,false
tosp_sb821j,pap_joints_dislocation_reduction_under_general_anaesthesia,[],high,false
tosp_sb821m,pap_mandible_segmental_ostectomy_osteotomy,[],high,false
tosp_sb821t,pap_tendon_flexor_injury_tendon_graft,[],high,false
tosp_sb822b,pap_bone_grade_1_and_2_fractures_dislocation_or_fracture_dislocation_wound_debrideme,"[""open""]",med,false
tosp_sb822f,pap_finger_trauma_replantation_transplantation,[],high,false
tosp_sb822h,pap_head_face_soft_tissue_tumors_excision,[],high,false
tosp_sb822j,pap_joints_condylectomy,"[""unilateral""]",low,true
tosp_sb822m,pap_mandible_segmental_resection,[],low,true
tosp_sb822t,pap_tendons_flexor_disruption_repair,[],high,false
tosp_sb823b,pap_bone_osteomyelitis_extensive_curettage_debridement_and_irrigation,[],high,false
tosp_sb823f,pap_finger_trauma_terminalisation,[],high,false
tosp_sb823h,pap_head_face_trauma_craniofacial_approach_reduction_and_fixation,[],high,false
tosp_sb823j,pap_joints_reconstruction,"[""unilateral""]",high,false
tosp_sb823m,pap_mandible_genioplasty,[],high,false
tosp_sb823t,pap_thumb_deformities_correction,[],high,false
tosp_sb824b,pap_bone_osteomyelitis_simple_drainage,[],high,false
tosp_sb824f,pap_finger_trauma_terminalisation,[],high,false
tosp_sb824h,pap_head_face_trauma_craniofacial_approach_reduction_and_fixation,[],low,true
tosp_sb824j,pap_joints_plication_of_disc,[],high,false
tosp_sb824m,pap_maxilla_and_or_zygoma_complex_ostectomy_osteotomy,[],high,false
tosp_sb824t,pap_thumb_paralysis_opponens_plasty,[],high,false
tosp_sb825b,pap_bone_and_joints_plates_and_screws_removal,[],high,false
tosp_sb825f,pap_finger_amputation,[],high,false
tosp_sb825h,pap_head_face_major_corrective_surgery,[],high,false
tosp_sb825j,pap_joints_contracture_capsulectomy_capsulotomy,[],high,false
tosp_sb825m,pap_maxilla_alveolar_cleft_bone_graft_and_closure_of_naso_buccal_fistula,"[""bilateral""]",high,false
tosp_sb825t,pap_thumb_pollicisation_or_microsurgical_reconstruction,[],high,false
tosp_sb826b,pap_bone_and_joints_removal_of_simple_implants,[],high,false
tosp_sb826f,pap_finger_amputation,[],high,false
tosp_sb826h,pap_hip_avascular_necrosis_core_decompression,[],high,false
tosp_sb826j,pap_joints_deformities_contracture_corrective_surgery,[],high,false
tosp_sb826m,pap_maxilla_incomplete_alveolar_cleft_bone_graft,"[""bilateral""]",high,false
tosp_sb826t,pap_tibia_delayed_non_union_reconstruction,[],high,false
tosp_sb827b,pap_bone_tumor_major_excision_3_cm,[],low,true
tosp_sb827f,pap_hand_free_toe_pulp_transfer,[],high,false
tosp_sb827h,pap_hip_avascular_necrosis_core_decompression,[],low,true
tosp_sb827m,pap_maxilla_deformity_lefort_i_osteotomy,[],high,false
tosp_sb827t,pap_tibia_fracture_reduction_and_internal_fixation,"[""open""]",low,true
tosp_sb828b,pap_bone_tumor_radical_excision,[],low,true
tosp_sb828f,pap_finger_ray_amputation,[],high,false
tosp_sb828h,pap_hip_congenital_dislocation_reduction,"[""open""]",med,false
tosp_sb828j,pap_joints_fractures_dislocation_sprain_full_cast,[],high,false
tosp_sb828m,pap_maxilla_deformity_lefort_ii_osteotomy,[],high,false
tosp_sb828t,pap_tibia_fracture_reduction_and_internal_fixation_simple,"[""open""]",low,true
tosp_sb829b,pap_bone_tumour_wide_excision,[],low,true
tosp_sb829f,pap_finger_synovectomy,[],low,true
tosp_sb829h,pap_hip_congenital_dislocation_reduction_including_reconstruction,"[""open""]",med,false
tosp_sb829m,pap_maxilla_deformity_lefort_iii_osteotomy,[],high,false
tosp_sb829t,pap_toes_toe_amputation,[],high,false
tosp_sb830b,pap_bone_bone_loss_bone_transfer,[],high,false
tosp_sb830f,pap_foot_crush_injuries_wound_debridement,[],high,false
tosp_sb830h,pap_hip_dislocation_manipulation_and_reduction,[],high,false
tosp_sb830m,pap_maxilla_fracture_lefort_i_closed_reduction_and_fixation,[],high,false
tosp_sb830t,pap_toes_toe_amputation,[],high,false
tosp_sb831b,pap_bone_tumor_wide_major_resection_and_reconstruction,[],high,false
tosp_sb831f,pap_foot_crush_injuries_wound_debridement,[],high,false
tosp_sb831h,pap_hip_dislocation_reduction,"[""open""]",med,false
tosp_sb831j,pap_joints_septic_arthritis_drainage,[],low,true
tosp_sb831m,pap_maxilla_fracture_lefort_i_reduction_and_fixation,"[""open""]",med,false
tosp_sb831t,pap_toes_arthrodesis,[],high,false
tosp_sb832b,pap_bone,"[""biopsy""]",med,false
tosp_sb832f,pap_foot_hallux_valgus_hammer_toe_soft_tissue_reconstruction,[],high,false
tosp_sb832h,pap_hip_snapping_syndrome_release,[],high,false
tosp_sb832j,pap_joints_septic_arthritis_simple_drainage,[],high,false
tosp_sb832m,pap_maxilla_fracture_lefort_ii_iii_closed_reduction_and_fixation,[],high,false
tosp_sb832t,pap_tendon_extensor_defect_grafting,[],high,false
tosp_sb833b,pap_bone_vascularised_bone_transfer,[],high,false
tosp_sb833f,pap_foot_polydactyly_excision,[],high,false
tosp_sb833h,pap_hip_application_of_hip_spicas,[],high,false
tosp_sb833m,pap_maxilla_deformity_le_fort_ii_osteotomy_and_insertion_of_distraction_osteogenesis,[],high,false
tosp_sb833t,pap_tendon_extensor_defect_grafting,[],high,false
tosp_sb834b,pap_bursa_bursitis_excision,"[""biopsy""]",med,false
tosp_sb834f,pap_foot_polydactyly_excision,[],low,true
tosp_sb834h,pap_hip_arthrodesis,[],high,false
tosp_sb834j,pap_joints_vascularised_joint_transfer,[],high,false
tosp_sb834m,pap_maxilla_fracture_lefort_ii_reduction_and_fixation,"[""open""]",med,false
tosp_sb834t,pap_wedge_resection_of_toe_nail_medial_and_or_lateral_simple_or_complex,[],high,false
tosp_sb835f,pap_foot_osteotomy,[],low,true
tosp_sb835h,pap_hip_arthrotomy,[],high,false
tosp_sb835j,pap_joints_arthrodesis,[],high,false
tosp_sb835m,pap_maxilla_deformity_le_fort_iii_osteotomy_and_insertion_of_distraction_osteogenesi,[],high,false
tosp_sb835t,pap_wedge_resection_of_toe_nail_medial_and_or_lateral_simple_or_complex,[],high,false
tosp_sb836f,pap_foot_more_than_one_joint_arthrodesis,[],high,false
tosp_sb836h,pap_hip_arthrotomy_and_synovectomy,[],high,false
tosp_sb836m,pap_maxilla_fracture_lefort_iii_reduction_and_fixation,"[""open""]",med,false
tosp_sb836t,pap_tendon_tendon_transfer_single,[],high,false
tosp_sb837f,pap_finger_macrodactyly_surgical_reduction_of_enlarged_elements_single_digit,[],high,false
tosp_sb837h,pap_hip_excision_interposition_arthroplasty,[],high,false
tosp_sb837m,pap_maxilla_fracture_lefort_iii_reduction_and_fixation_using_craniofacial_approach,"[""open""]",med,false
tosp_sb837t,pap_tendon_contracture_tenotomy,[],low,true
tosp_sb838f,pap_finger_macrodactyly_surgical_reduction_of_enlarged_elements_multiple_digits,[],high,false
tosp_sb838h,pap_hip_hemi_arthroplasty,[],high,false
tosp_sb838m,pap_maxilla_alveolar_cleft_bone_graft_and_closure_of_naso_buccal_fistula,"[""unilateral""]",high,false
tosp_sb839h,pap_hip_primary_total_joint_replacement,[],high,false
tosp_sb839m,pap_maxilla_alveolar_cleft_bone_graft,"[""unilateral""]",high,false
tosp_sb840h,pap_humerus_delayed_non_union_reconstruction,[],low,true
tosp_sb840m,pap_maxilla_ostectomy_osteotomy,[],high,false
tosp_sb841h,pap_humerus_proximal_mid_shaft_supracondylar_fracture_plate_fixation,[],high,false
tosp_sb841m,pap_maxilla_resection_hemimaxillectomy,[],high,false
tosp_sb842h,pap_humerus_supracondylar_and_intercondylar_fracture,[],high,false
tosp_sb842m,pap_maxilla_ostectomy_osteotomy,[],high,false
tosp_sb843h,pap_hip_labral_debridement,[],high,false
tosp_sb843m,pap_muscle_deep_abscess_drainage,[],high,false
tosp_sb844h,pap_hip_labral_debridement_and_repair_capsular_osteoplasty_and_cartilage_procedures,[],low,true
tosp_sb844m,pap_muscle_rupture_repair,[],high,false
tosp_sb845m,pap_muscle_marginal_excision,[],high,false
tosp_sb846m,pap_muscle_wide_excision,[],high,false
tosp_sb847m,pap_lower_limb_muscle_tendon_disruption_repair_or_reconstruction,[],high,false
tosp_sb848m,pap_muscle_deep_abscess_incision_and_drainage,[],high,false
tosp_sb849m,pap_muscle_rupture_repair,[],high,false
tosp_sb850m,pap_muscle_marginal_excision,[],high,false
tosp_sb851m,pap_muscle_wide_excision,[],high,false
tosp_sb852m,pap_musculoskeletal_system_free_composite_tissue_graft,[],high,false
tosp_sb853m,pap_musculoskeletal_system_steinman_pins_insertion,[],high,false
tosp_sc700a,pap_autofluorescence_narrow_band_imaging_bronchoscopy,[],high,false
tosp_sc700b,pap_lung_bronchoscopy_insertion_of_prosthesis6,[],high,false
tosp_sc700l,pap_larynx_laryngeal_mask_airway,[],high,false
tosp_sc700t,pap_thorax_catheter_blockage_catheter_change_catheter_adjustment_check_tube,"[""imaging_guided""]",med,false
tosp_sc701l,pap_lung_pneumonectomy_lobectomy_segmental_resection,[],high,false
tosp_sc701t,pap_thorax_coastal_cartilage_harvest_and_creation_of_ear_cartilage_framework,[],high,false
tosp_sc702b,pap_bronchus_lung_transbronchial_needle_aspiration_of_mediastinal_lymph_nodes,"[""ebus""]",low,true
tosp_sc702l,pap_lung_massive_hemoptysis_bronchial_artery_embolisation,[],high,false
tosp_sc702p,pap_lung_pulmonary_endarterectomy_with_cardiopulmonary_bypass,[],high,false
tosp_sc702t,pap_thorax_evacuation_of_retained_haemothorax,[],high,false
tosp_sc703b,pap_bronchus_lung_bronchoscopy,"[""biopsy""]",med,false
tosp_sc703l,pap_lung_tumour_local_ablation_simple,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sc703t,pap_thorax_mediastinum_mediastinoscopy,"[""biopsy""]",med,false
tosp_sc704b,pap_bronchus_lung_bronchoscopy_bronchoalveolar_lavage,"[""biopsy""]",low,true
tosp_sc704l,pap_lung_tumour_local_ablation_complex,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sc704t,pap_thorax_pleural_effusion,"[""biopsy""]",med,false
tosp_sc705b,pap_bronchus_lung_bronchoscopy_blind_transbronchial_lung_for_diffuse_disease,"[""biopsy""]",med,false
tosp_sc705t,pap_thorax_resuscitative_trauma_thoracotomy,[],high,false
tosp_sc706b,pap_bronchus_lung_bronchoscopy_targeted_transbronchial_lung_for_focal_lesions,"[""biopsy""]",med,false
tosp_sc706t,pap_thorax_ribs_fixation_of_rib_fractures,"[""open""]",med,false
tosp_sc707b,pap_bronchus_lung_bronchoscopy,[],low,true
tosp_sc707t,pap_thorax_ribs_fixation_of_rib_fractures,"[""open""]",med,false
tosp_sc708t,pap_thorax_pericardial_window_creation,[],high,false
tosp_sc709t,pap_thorax_decortication,"[""minimally_invasive""]",med,false
tosp_sc710t,pap_thorax_pleurodesis,"[""bilateral"", ""minimally_invasive""]",med,false
tosp_sc711t,pap_thorax_thymectomy,"[""minimally_invasive""]",med,false
tosp_sc712t,pap_thorax_thoracoscopy_for_pleurodesis,[],high,false
tosp_sc713t,pap_thorax_trauma_relook_thoracotomy,[],high,false
tosp_sc714t,pap_thorax_thoracoscopy,[],low,true
tosp_sc715t,pap_thorax_effusion_fluid_abscess_collection_drainage_catheter_insertion,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sc716t,pap_thorax_pleural_effusion_aspiration,[],high,false
tosp_sc717t,pap_thorax_tumor_complex_resection,[],high,false
tosp_sc718t,pap_thorax,"[""biopsy"", ""imaging_guided"", ""percutaneous""]",med,false
tosp_sc719t,pap_trachea_endotracheal_intubation,[],high,false
tosp_sc720t,pap_trachea_endotracheal_intubation_rapid_sequence_induction,[],high,false
tosp_sc721t,pap_trachea_tracheostomy_replacement,[],high,false
tosp_sc722t,pap_trachea_tracheostomy_revision_and_reinsertion,[],high,false
tosp_sc723t,pap_trachea_bronchus_stricture_balloon_dilatation,"[""imaging_guided""]",med,false
tosp_sc724t,pap_trachea_bronchus_stricture_stent_placement,"[""imaging_guided""]",med,false
tosp_sc726l,pap_lung_lung_resection_any_approach,[],low,true
tosp_sc800b,pap_bronchus_foreign_body_removal_via_bronchotomy,[],high,false
tosp_sc800d,pap_diaphragm_tumor_excision,[],high,false
tosp_sc800m,pap_mouth_laser_application,[],high,false
tosp_sc800t,pap_thorax_empyema_resection_of_rib_and_drainage,"[""open""]",med,false
tosp_sc801b,pap_bronchus_bronchoplastic_procedure,[],high,false
tosp_sc801d,pap_diaphragm_tumor_excision,[],low,true
tosp_sc801l,pap_lung_repeat_multiple_complex_resections,[],high,false
tosp_sc801t,pap_thorax_mediastinal_lesions_cervical_exploration,"[""biopsy""]",med,false
tosp_sc802b,pap_bronchus_trachea_laser_application,[],high,false
tosp_sc802d,pap_diaphragm_plication,[],high,false
tosp_sc802l,pap_lung_wedge_resection,[],high,false
tosp_sc802t,pap_thorax_pectus_excavatum_pectus_carinatum_radical_correction,[],high,false
tosp_sc803t,pap_thorax_effusion_fluid_abscess_collection_aspiration_diagnostic_tap,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sc804t,pap_thorax_tumor_resection,[],high,false
tosp_sc805t,pap_thorax_chest_wall_resection_and_major_reconstruction,[],high,false
tosp_sc806t,pap_thorax_chest_wall_resection_and_minor_reconstruction,[],high,false
tosp_sc807t,pap_thorax_intercostal_drain,[],low,true
tosp_sc808t,pap_thorax_intrathoracic_operation_on_lungs_bronchial_tree_mediastinum,[],high,false
tosp_sc809t,pap_thorax_thoracoplasty,[],high,false
tosp_sc810t,pap_thorax_thoracoplasty_each_stage,[],high,false
tosp_sc811t,pap_thorax_thoracotomy,"[""biopsy""]",med,false
tosp_sc812t,pap_thorax_thoracotomy_for_pleurectomy_pleurodesis_enucleation_hydatid_cysts,[],high,false
tosp_sc813t,pap_thorax_thoracotomy,[],low,true
tosp_sc814t,pap_trachea_foreign_body_removal,[],high,false
tosp_sc815t,pap_trachea_tracheo_esophageal_fistula_ligation_and_division,[],high,false
tosp_sc816t,pap_trachea_trachea_reconstruction,[],high,false
tosp_sc817t,pap_trachea_creation_of_tracheostomy,[],low,true
tosp_sc818b,pap_bronchus_bronchial_thermoplasty_bronchus_radiofrequency_ablation,[],high,false
tosp_sc818t,pap_trachea_trachea_reconstruction_with_cardiopulmonary_bypass,[],high,false
tosp_sc819t,pap_trachea_trachea_and_bronchus_reconstruction_with_cardiopulmonary_bypass,[],high,false
tosp_sc820t,pap_thorax_chest_toilet_irrigation_delayed_closure,[],high,false
tosp_sd700a,pap_aorta_aneurysm_juxtarenal_type,[],high,false
tosp_sd700b,pap_blood_vessels_defect_major_grafts,[],high,false
tosp_sd700s,pap_surface_lesions_angiosarcoma,"[""biopsy""]",low,true
tosp_sd700v,pap_vein_injury_repair,[],high,false
tosp_sd701a,pap_aorta_ruptured_aortic_aneurysm_endo_vascular_aortic_repair,[],high,false
tosp_sd701b,pap_blood_vessels_disruption_obstruction_repair,[],low,true
tosp_sd701v,pap_vein_pseudoaneurysm_thrombin_injection,[],high,false
tosp_sd702a,pap_aortic_dissection_fenestration,"[""endovascular""]",med,false
tosp_sd702b,pap_blood_vessels_umbilical_catheterisation_cannulation,[],high,false
tosp_sd702h,pap_heart_automatic_implantable_cardioverter_defibrillator_pacemaker_lead_extraction,[],high,false
tosp_sd702v,pap_vein_varicosity_high_ligation_and_complete_stripping_excision_of_long_long_short,"[""endoscopic""]",med,false
tosp_sd703a,pap_aortic_dissection_stent_graft_repair,"[""endovascular""]",med,false
tosp_sd703b,pap_blood_vessels_hickman_line_insertion,[],high,false
tosp_sd703h,pap_heart_automatic_implantable_cardioverter_defribrillator_dual_chamber,[],high,false
tosp_sd703v,pap_vein_varicosity_sub_fascial_ligation_of_single_deep_perforator,"[""endoscopic""]",med,false
tosp_sd704a,pap_arrhythmia_surgery_maze_includes_the_mini_maze_procedure,[],low,true
tosp_sd704v,pap_vein_central_veins_diagnostic_venography,[],high,false
tosp_sd705a,pap_arteriovenous_fistula_graft_thrombectomy,[],high,false
tosp_sd705h,pap_heart_automatic_implantable_cardioverter_defribrillator_single_chamber,[],high,false
tosp_sd705v,pap_vein_hepatic_portal_hypertension_diagnostic_hepatic_venography,[],low,true
tosp_sd706a,pap_arteriovenous_fistula_angiogram,[],high,false
tosp_sd706b,pap_blood_vessels_subcutaneous_implanted_vascular_port_insertion,[],high,false
tosp_sd706h,pap_heart_bivent_automatic_implantable_cardioverter_defribrillator,[],high,false
tosp_sd706v,pap_vein_peripheral_veins_various,[],high,false
tosp_sd707a,pap_arteriovenous_fistula_angioplasty,[],low,true
tosp_sd707b,pap_blood_vessels_subcutaneous_implanted_vascular_port_removal,[],high,false
tosp_sd707v,pap_vein_injection_3_hand_size_area_lesions_diagnostic_venography,[],high,false
tosp_sd708a,pap_arteriovenous_fistula_ligation_of_side_branch,[],high,false
tosp_sd708b,pap_blood_vessels_pulmonary_embolectomy,[],high,false
tosp_sd708v,pap_vein_catheter_blockage_fibrinsheath_stripping_or_disruption,[],high,false
tosp_sd709a,pap_arteriovenous_fistula_synthetic_graft,[],high,false
tosp_sd709b,pap_blood_vessels_renal_angiography,[],high,false
tosp_sd709h,pap_heart_carotid_angioplasty_and_stenting,[],low,true
tosp_sd709v,pap_vein_catheter_blockage_catheter_change_catheter_adjustment,"[""imaging_guided""]",med,false
tosp_sd710a,pap_artery_large_injury_repair,[],low,true
tosp_sd710h,pap_heart_defibrillation,[],high,false
tosp_sd710v,pap_vein_stenosis_occlusion_transluminal_angioplasty_difficult,"[""percutaneous""]",med,false
tosp_sd711a,pap_artery_small_injury_repair,[],high,false
tosp_sd711b,pap_blood_vessels_saphenous_vein_harvest_minimally_invasive,"[""endoscopic""]",med,false
tosp_sd711h,pap_heart_external_cardiac_pacing_heart_complex_e_g_main_cto_intervention,"[""left""]",high,false
tosp_sd711v,pap_vein_stenosis_occlusion_transluminal_angioplasty_simple,"[""percutaneous""]",med,false
tosp_sd712a,pap_artery_small_injury_repair,[],high,false
tosp_sd712h,pap_complex_bifurcation_trifurcation_iabp_single_vessel_coronary_intervention,"[""percutaneous""]",low,true
tosp_sd712v,pap_vein_thrombosis_catheter_directed_thrombolysis,"[""percutaneous""]",low,true
tosp_sd713a,pap_artery_bypass_above_below_knee,[],low,true
tosp_sd713h,pap_heart_multivessel_coronary_intervention,"[""percutaneous""]",low,true
tosp_sd713v,pap_vein_varicose_veins_endovenous_laser_treatment_1_leg,"[""imaging_guided""]",med,false
tosp_sd714a,pap_artery_bypass_distal_leg_pedal,[],low,true
tosp_sd714h,pap_heart_primary_coronary_intervention_for_st_elevation_myocardial_infarction,"[""percutaneous""]",med,false
tosp_sd714v,pap_vein_varicose_veins_endovenous_laser_treatment_2_legs,"[""imaging_guided""]",med,false
tosp_sd715a,pap_artery_bypass_visceral_multiple,[],high,false
tosp_sd715v,pap_vein_varicosities_surgery,[],high,false
tosp_sd716a,pap_artery_bypass_visceral_single,[],high,false
tosp_sd716h,pap_heart_heart_block_arrhythmia_insertion_of_dual_chamber_pacemaker,[],high,false
tosp_sd716v,pap_vein_varicosities_laser_treatment,"[""endovascular""]",med,false
tosp_sd717h,pap_heart_replacement_of_pacemaker,[],high,false
tosp_sd717v,pap_vein_bleeding_varicosities_vascular_malformation_image_guided_sclerotherapy_inje,[],high,false
tosp_sd718a,pap_artery_placement_arterial_line_insertion,[],high,false
tosp_sd718h,pap_heart_implant_of_epicardial_leads_for_permanent_pacemakers,[],high,false
tosp_sd718v,pap_vein_stent_graft_stent_placement,"[""endovascular""]",med,false
tosp_sd719a,pap_artery_stenosis_occlusion_atherectomy,"[""percutaneous""]",med,false
tosp_sd719h,pap_heart_open_heart_surgery_implantation_of_mechanical_heart_device,"[""left"", ""right""]",high,false
tosp_sd720a,pap_artery_stenosis_occlusion_angioplasty_difficult,"[""percutaneous""]",med,false
tosp_sd720h,pap_heart_insertable_loop_recorder,[],high,false
tosp_sd720v,pap_vein_insertion_of_non_tunnelled_central_venous_catheter,"[""imaging_guided""]",med,false
tosp_sd721a,pap_artery_stenosis_occlusion_transluminal_angioplasty_simple,"[""percutaneous""]",med,false
tosp_sd721h,pap_heart_lung_extra_corporeal_membrane_oxygenation,[],high,false
tosp_sd721v,pap_vein_insertion_of_tunnelled_central_venous_catheter,"[""imaging_guided""]",med,false
tosp_sd722a,pap_artery_thrombosis_catheter_directed_thrombolysis,"[""percutaneous""]",low,true
tosp_sd722v,pap_vein_peripheral_insertion_of_central_catheter,"[""imaging_guided""]",med,false
tosp_sd723a,pap_artery_tumour_trans_arterial_chemo_embolization,[],high,false
tosp_sd723h,pap_heart_closure_of_congenital_heart_defect,"[""percutaneous""]",med,false
tosp_sd723v,pap_vein_venous_port_insertion,"[""imaging_guided""]",med,false
tosp_sd724a,pap_artery_tumour_trans_arterial_radio_nuclide_infusion,[],high,false
tosp_sd724h,pap_heart_coronary_intervention_arterectomy,"[""percutaneous""]",med,false
