pdf_procedure_id,primary_procedure_id,default_modifiers,mapping_confidence,needs_review
tosp_sf706l,pap_liver_tumour_local_ablation_simple,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sf706m,pap_mouth_periodontium_periodontitis_flap_debridement,"[""open""]",low,true
tosp_sf706p,pap_pancreas_enucleation_of_lesions,[],high,false
tosp_sf706s,pap_stomach_total_proximal_gastrectomy,[],low,true
tosp_sf706t,pap_repair_of_esophageal_fistula_and_esophageal_atresia,"[""minimally_invasive""]",med,false
tosp_sf707a,pap_abdomen_retroperitoneum_abscess_drainage,[],low,true
tosp_sf707b,pap_bile_duct_gall_bladder_dilation_of_biliary_stricture,"[""endoscopic""]",med,false
tosp_sf707c,pap_colon_colonoscopy_fibreoptic,[],low,true
tosp_sf707g,pap_gallbladder_cholecystectomy_choledochotomy_common_bile_duct_exploration,[],low,true
tosp_sf707i,pap_intestine_small_bowel_simple_resection,[],low,true
tosp_sf707l,pap_liver_tumour_trans_arterial_chemo_embolization,[],high,false
tosp_sf707m,pap_mouth_periodontium_soft_tissue_defect_deformity_gingivoplasty,[],low,true
tosp_sf707p,pap_pancreas,"[""biopsy"", ""imaging_guided"", ""percutaneous""]",med,false
tosp_sf707s,pap_stomach_wedge_resection_stomach_for_benign_gastric_diseases,[],high,false
tosp_sf707t,pap_tongue_excision_3cm,"[""biopsy""]",med,false
tosp_sf708a,pap_abdomen_retroperitoneum_tumor_removal_abdominal_cavity_recurrent_abdominal_tumor,[],high,false
tosp_sf708c,pap_colon_colonoscopy,"[""endoscopic""]",low,true
tosp_sf708g,pap_radical_choledochectomy,[],low,true
tosp_sf708i,pap_intestine_small_bowel_vitello_intestinal_fistula_excision,[],high,false
tosp_sf708l,pap_liver_tumour_trans_arterial_radio_nuclide_infusion,[],high,false
tosp_sf708m,pap_mouth_periodontium_soft_tissue_defect_deformity_gingivoplasty,[],low,true
tosp_sf708p,pap_pancreas_distal_pancreatectomy_and_splenectomy,[],high,false
tosp_sf708s,pap_stomach_pyloromyotomy,"[""minimally_invasive""]",med,false
tosp_sf708t,pap_tooth_peri_radicular_surgery,[],high,false
tosp_sf709a,pap_resection,[],low,true
tosp_sf709b,pap_bile_duct_gall_bladder_retrograde_cholangiopancreatography,"[""endoscopic""]",low,true
tosp_sf709c,pap_colon_hirschsprung_s_disease_endorectal_pullthrough,"[""minimally_invasive""]",med,false
tosp_sf709g,pap_radical_choledochectomy,[],low,true
tosp_sf709l,pap_liver_ultrasound_and_local_ablation_including_radio_frequency_ablation,"[""minimally_invasive""]",med,false
tosp_sf709m,pap_mouth_periodontium_bone_defect_deformity_augmentation_regeneration,[],high,false
tosp_sf709p,pap_pancreas_subtotal_pancreatectomy_and_splenectomy,[],high,false
tosp_sf709s,pap_stomach_tumour_subtotal_gastrectomy_and_radical_lymphadenectomy,[],high,false
tosp_sf710a,pap_abdomen_major_multiple_organ_repair_chemotherapy,[],high,false
tosp_sf710b,pap_retrograde_cholangiopancreatography,"[""endoscopic""]",low,true
tosp_sf710c,pap_colon_sigmoid_sigmoidoscopy_fibreoptic,"[""biopsy""]",med,false
tosp_sf710l,pap_liver_transjugular_liver,"[""biopsy""]",med,false
tosp_sf710m,pap_mouth_periodontium_bone_defect_deformity_augmentation_regeneration,[],high,false
tosp_sf710p,pap_pancreas_portal_venous_sampling,[],high,false
tosp_sf710s,pap_stomach_tumour_total_gastrectomy_and_radical_lymphadenectomy,[],high,false
tosp_sf711a,pap_anal_incontinence_artificial_bowel_sphincter_insertion,[],high,false
tosp_sf711b,pap_bile_duct_retrograde_cholangiopancreatography,"[""endoscopic""]",med,false
tosp_sf711c,pap_colon_sigmoid_sigmoidoscopy,"[""biopsy""]",low,true
tosp_sf711l,pap_liver,"[""biopsy"", ""imaging_guided"", ""percutaneous""]",med,false
tosp_sf711m,pap_mouth_salivary_gland_dilatation_of_duct,[],high,false
tosp_sf711p,pap_pancreas_segmental_pancreatectomy,[],low,true
tosp_sf711s,pap_stomach_insertion_of_naso_gastric_tube_naso_jejunal_tube,"[""imaging_guided""]",med,false
tosp_sf712a,pap_anal_incontinence_complex_procedures_including_muscle_transposition,[],high,false
tosp_sf712b,pap_bile_duct_gall_bladder_endoscopy_sphincterotomy_extraction_of_stone,"[""endoscopic""]",med,false
tosp_sf712c,pap_colon_total_colectomy_subtotal_colectomy,[],high,false
tosp_sf712l,pap_liver_tumour_local_ablation_complex,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sf712m,pap_mouth_submucosal_resection_excision,"[""biopsy"", ""endoscopic""]",low,true
tosp_sf712p,pap_pancreas_spleen_preserving_distal_pancreatectomy,[],high,false
tosp_sf712s,pap_stomach_duodenum_perforated_ulcer_repair,[],high,false
tosp_sf713a,pap_anal_sphincter_bulking_injection,"[""ultrasound_guided""]",low,true
tosp_sf713b,pap_bile_ducts_stones_transhepatic_biliary_stones_removal,"[""percutaneous""]",med,false
tosp_sf713c,pap_colon_total_proctocolectomy_ileo_anal_pouch_reconstruction,[],high,false
tosp_sf713m,pap_mouth_sublingual_gland_tumor_excision,"[""biopsy""]",med,false
tosp_sf713p,pap_parotid_total_parotidectomy,[],low,true
tosp_sf713s,pap_stomach_obesity_biliopancreatic_diversion,[],low,true
tosp_sf714a,pap_angioembolisation_for_trauma,[],high,false
tosp_sf714b,pap_bowel_stricture_balloon_dilatation,"[""imaging_guided""]",med,false
tosp_sf714c,pap_colon_hirschsprung_s_disease_pullthrough_for_long_segment_disease,[],high,false
tosp_sf714m,pap_mouth_submandibular_gland_calculus_removal,"[""biopsy""]",med,false
tosp_sf714p,pap_parotid_total_parotidectomy,[],low,true
tosp_sf715a,pap_anus_ano_rectal_malformation_anoplasty,[],high,false
tosp_sf715b,pap_bowel_stricture_stent_placement,"[""imaging_guided""]",med,false
tosp_sf715m,pap_mouth_submandibular_gland_calculus_removal,"[""biopsy""]",low,true
tosp_sf716a,pap_anus_ano_rectal_malformation,[],high,false
tosp_sf716b,pap_bowels_ultrasound,"[""endoscopic""]",low,true
tosp_sf716m,pap_mouth_submandibular_gland_excision,"[""biopsy""]",low,true
tosp_sf717a,pap_anus_ano_rectal_malformation_limited_posterior_sagittal_anorectoplasty,[],high,false
tosp_sf717b,pap_bowels_ultrasound,"[""endoscopic""]",low,true
tosp_sf718a,pap_anus_ano_rectal_malformation_posterior_sagittal_anorectoplasty,[],high,false
tosp_sf718b,pap_bowels_ultrasound_without_fine_needle_aspiration,"[""endoscopic""]",low,true
tosp_sf719a,pap_anus_ano_rectal_malformation_anorectoplasty,"[""minimally_invasive""]",med,false
tosp_sf719b,pap_bowels_ultrasound,"[""endoscopic""]",low,true
tosp_sf720a,pap_anus_fistula_in_ano_insertion_of_seton,[],high,false
tosp_sf720b,pap_bowels_ultrasound,"[""endoscopic""]",low,true
tosp_sf721a,pap_anus_hemorrhoids_transanal_haemorrhoidal_dearterialization,[],high,false
tosp_sf722a,pap_anus_sphincteroplasty_for_anal_incontinence,[],high,false
tosp_sf723a,pap_appendix_abscess_appendicectomy,[],low,true
tosp_sf723t,pap_tongue_transoral_resection_of_tongue_base_muscle,[],low,true
tosp_sf800a,pap_abdominal_cavity_adhesions_lysis_as_primary_procedure_extensive,[],low,true
tosp_sf800b,pap_bile_duct_biliary_atresia_porto_enterostomy,[],high,false
tosp_sf800c,pap_colon_colostomy_closure_without_resection_of_bowel,[],low,true
tosp_sf800d,pap_diaphragm_diaphragmatic_hiatus_hernia_repair,[],high,false
tosp_sf800e,pap_esophagus_achalasia_cardiomyotomy,[],high,false
tosp_sf800g,pap_gallbladder_cholecystostomy,[],high,false
tosp_sf800i,pap_intestine_enterostomy_closure,[],high,false
tosp_sf800l,pap_lip_mucous_cyst_mucocele_removal,[],high,false
tosp_sf800m,pap_mouth_abscess_drainage_of_1_space,[],high,false
tosp_sf800n,pap_neck_branchial_cyst_removal,"[""biopsy""]",low,true
tosp_sf800p,pap_palate_cleft_primary_repair,[],high,false
tosp_sf800r,pap_rectum_foreign_body_manual_removal,[],high,false
tosp_sf800s,pap_sacrum_coccyx_pilonidal_sinus_cyst_excision,"[""biopsy""]",low,true
tosp_sf800t,pap_teeth_impacted_excision,[],low,true
tosp_sf801a,pap_abdominal_cavity_adhesions_lysis_as_primary_procedure_where_time_taken_is_less_t,[],high,false
tosp_sf801b,pap_bile_duct_choledocho_duodenostomy_choledocho_gastrostomy,[],high,false
tosp_sf801d,pap_duodenum_gastroenterostomy_gastroduodenostomy,[],high,false
tosp_sf801e,pap_esophagus_atresia_repair_and_anastomosis,[],high,false
tosp_sf801g,pap_gallbladder_cholecystectomy,[],high,false
tosp_sf801i,pap_intestine_intussusception_reduction,[],high,false
tosp_sf801l,pap_lip_full_thickness_wedge_excision,[],low,true
tosp_sf801m,pap_mouth_abscess_drainage,[],high,false
tosp_sf801n,pap_neck_branchial_fistula_removal,[],high,false
tosp_sf801p,pap_palate_cleft_primary_repair,[],high,false
tosp_sf801r,pap_rectum_hirschsprung_s_disease_anal_sphincterotomy,[],high,false
tosp_sf801s,pap_sacrum_coccyx_tumor_excision,"[""biopsy""]",low,true
tosp_sf801t,pap_teeth_impacted_excision,[],low,true
tosp_sf802a,pap_abdominal_cavity_lymphoma_for_grading_lymphoma,"[""biopsy""]",low,true
tosp_sf802b,pap_bile_duct_choledocho_jejunostomy,[],high,false
tosp_sf802c,pap_colon_colostomy,[],high,false
tosp_sf802d,pap_duodenum_trauma_bypass_operation,[],high,false
tosp_sf802e,pap_esophagus_benign_tumour_resection,[],high,false
tosp_sf802g,pap_gallbladder_cholecystectomy_and_choledocho_jejunostomy_duodenostomy_gastrostomy,[],high,false
tosp_sf802i,pap_intestine_intussusception_reduction_by_fluid,[],high,false
tosp_sf802l,pap_lip_reconstruction_using_full_thickness_flap,[],high,false
tosp_sf802m,pap_mouth_angular_cleft,"[""bilateral""]",low,true
tosp_sf802p,pap_palate_cleft_secondary_repair,[],high,false
tosp_sf802r,pap_rectum_hirschsprung_s_disease_rectal_myectomy,[],high,false
tosp_sf802t,pap_teeth_impacted_excision,[],low,true
tosp_sf803a,pap_abdominal_cavity_multiple_ruptures_major_repair_removal,[],high,false
tosp_sf803b,pap_bile_duct_choledochotomy,[],high,false
tosp_sf803c,pap_colon_hemicolectomy,"[""left"", ""right""]",high,false
tosp_sf803d,pap_duodenum_tumor_pancreatico_duodenectomy,[],high,false
tosp_sf803e,pap_esophagus_stricture_dilatation,"[""endoscopic""]",med,false
tosp_sf803g,pap_gallbladder_cholecysto_duodenostomy_cholecysto_gastrectomy_cholecysto_jejunostom,[],high,false
tosp_sf803i,pap_intestine_intussusception_resection,[],high,false
tosp_sf803l,pap_lip_vermilionectomy,[],high,false
tosp_sf803m,pap_mouth_angular_cleft,"[""unilateral""]",low,true
tosp_sf803p,pap_palate_secondary_repair,[],high,false
tosp_sf803r,pap_rectum_hirschsprung_s_disease_recto_sigmoidectomy,[],high,false
tosp_sf803s,pap_stomach_morbid_obesity_bypass_only,[],high,false
tosp_sf803t,pap_teeth_impacted_excision,[],low,true
tosp_sf804a,pap_abdominal_cavity_neonatal_alimentary_obstruction_laparotomy,[],high,false
tosp_sf804b,pap_bile_duct_hepaticojejunostomy_up_to_but_not_including_the_confluence_of_the_hepa,[],high,false
tosp_sf804c,pap_colon_total_colectomy,[],low,true
tosp_sf804d,pap_duodenum_ulcer_partial_gastrectomy,[],high,false
tosp_sf804e,pap_esophagus_tumor_allison_ivor_lewis_operation,[],high,false
tosp_sf804i,pap_intestine_total_aganglionosis_reconstruction,[],high,false
tosp_sf804l,pap_liver_abscess_trans_abdominal_drainage,[],high,false
tosp_sf804m,pap_mouth_cleft_lip_primary_repair,"[""bilateral""]",high,false
tosp_sf804p,pap_palate_cleft_uvulopharyngoplasty,[],high,false
tosp_sf804r,pap_rectum_stricture_laser_treatment,[],high,false
tosp_sf804s,pap_stomach_morbid_obesity_reduction_and_bypass,[],high,false
tosp_sf804t,pap_tongue_tongue_tie_release,[],high,false
tosp_sf805a,pap_abdominal_retroperitoneal_tumour_recurrent_resection,[],low,true
tosp_sf805b,pap_bile_duct_operative_choledochoscopy,[],high,false
tosp_sf805c,pap_colon_total_procto_colectomy_and_ileostomy,[],high,false
tosp_sf805d,pap_duodenum_ulcer_vagotomy_all_types,[],high,false
tosp_sf805e,pap_esophagus_tumor_bypass,[],low,true
tosp_sf805i,pap_intestine_meckel_s_diverticulum_resection,[],high,false
tosp_sf805l,pap_liver_hydatid_cyst_trans_abdominal_drainage,"[""percutaneous""]",med,false
tosp_sf805m,pap_mouth_cleft_lip_secondary_correction,[],high,false
tosp_sf805p,pap_pancreas_cyst_pseudocyst_drainage_and_anastomosis_to_intestine_stomach,[],high,false
tosp_sf805r,pap_rectum_tumor_anterior_resection_abdomino_perineal_resection,[],low,true
tosp_sf805s,pap_stomach_pyloric_stenosis_pyloroplasty,[],high,false
tosp_sf805t,pap_tongue_tongue_tie_revision,[],high,false
tosp_sf806a,pap_abdominal_cavity_ruptured_viscus_simple_repair,[],high,false
tosp_sf806b,pap_bile_duct_revision_high_biliary_stricture_radical_resection,[],high,false
tosp_sf806c,pap_colon_tranverse_sigmoid_colectomy,[],high,false
tosp_sf806e,pap_esophagus_tumor_cervical_laryngopharyngectomy,[],low,true
tosp_sf806l,pap_liver_obstructive_jaundice_longmire_operation_chlodedocho_jejunostomy,[],high,false
tosp_sf806m,pap_mouth_cleft_lip_secondary_correction,[],high,false
tosp_sf806p,pap_pancreas_tumour_triple_bypass,[],high,false
tosp_sf806r,pap_rectum_tumor_laser_vaporisation_fulguration,"[""endoscopic""]",med,false
tosp_sf806s,pap_stomach_pyloric_tumor_pyloroplasty_pyloromyotomy,[],high,false
tosp_sf806t,pap_tongue_tumor_glossectomy,[],low,true
tosp_sf807a,pap_abdominal_cavity_subphrenic_abscess_drainage,[],high,false
tosp_sf807b,pap_bile_duct_transduodenal_sphincteroplasty_sphincterotomy,[],high,false
tosp_sf807c,pap_colon_colonoscopy,"[""endoscopic""]",low,true
tosp_sf807e,pap_esophagus_intestine_stomach_upper_gl_endoscopy,[],low,true
tosp_sf807l,pap_liver_trauma_major_repair_laceration,[],high,false
tosp_sf807m,pap_mouth_cleft_lip_secondary_correction_of_nostril_nasal_tip,[],high,false
tosp_sf807p,pap_pancreas_distal_pancreatectomy_anastomosis_of_pancreatic_duct,[],high,false
tosp_sf807r,pap_rectum_abdomino_perineal_pull_through_resection,[],low,true
tosp_sf807s,pap_stomach_tumor_of_cardia_yag_laser_surgery_vaporisation,"[""endoscopic""]",med,false
tosp_sf807t,pap_tongue_tumor_hemi_glossectomy,[],high,false
tosp_sf808a,pap_abdominal_cavity_exploratory_laparotomy,[],high,false
tosp_sf808b,pap_bile_duct_hepaticojejunostomy_involving_anastomosis_to_hepatic_ducts_but_without,[],low,true
tosp_sf808e,pap_esophagus_stomach_gastroscopy,[],low,true
tosp_sf808l,pap_liver_trauma_minor_repair_laceration,[],high,false
tosp_sf808m,pap_mouth_cleft_lip_primary_repair,"[""unilateral""]",high,false
tosp_sf808p,pap_pancreas_external_drainage,"[""open""]",med,false
tosp_sf808r,pap_rectum_hartmann_s_procedure,[],high,false
tosp_sf808s,pap_stomach_tumor_ulcer_gastrojejunostomy,[],high,false
tosp_sf808t,pap_tongue_tumor_total_glossectomy,[],high,false
tosp_sf809a,pap_abdominal_cavity_including_colostomy_enterostomy_gastrostomy,[],high,false
tosp_sf809e,pap_esophagus_tumor_total_esophagectomy,[],high,false
tosp_sf809l,pap_liver_trauma_tumor_extended_lobectomy,[],high,false
tosp_sf809m,pap_mouth_dislocated_teeth_dento_alveolar_fracture_reduction_and_immobilisation,[],high,false
tosp_sf809p,pap_pancreas_whipple_operation_total_pancreatectomy,[],high,false
tosp_sf809r,pap_rectum_transanal_removal,"[""biopsy""]",low,true
tosp_sf809s,pap_stomach_ulcers_vagotomy_all_types,[],high,false
tosp_sf809t,pap_tongue_partial_excision,[],high,false
tosp_sf810a,pap_abdominal_cavity_not_classified_elsewhere,[],high,false
tosp_sf810e,pap_esophagus_varices_esophageal_transection,[],low,true
tosp_sf810l,pap_liver_trauma_tumor_hepatic_artery_ligation,[],high,false
tosp_sf810p,pap_pharynx_larynx_parapharyngeal_space_tumor_excision,[],high,false
tosp_sf810s,pap_stomach_partial_subtotal_gastrectomy,[],high,false
tosp_sf810t,pap_tooth_excision,[],low,true
tosp_sf811a,pap_abdominal_cavity_paracentesis_msp,[],high,false
tosp_sf811e,pap_esophagus_varices_gastro_esophageal_devascularisation,[],low,true
tosp_sf811l,pap_liver_trauma_tumor_liver_transplant,[],high,false
tosp_sf811m,pap_oral_cavity_and_pharynx_foreign_body_removal,[],high,false
tosp_sf811p,pap_parotid_calculus_removal,[],high,false
tosp_sf811s,pap_stomach_post_gastrectomy_complications_revision_gastrectomy,[],high,false
tosp_sf811t,pap_tooth_unerupted_partially_erupted_impacted_excision,[],low,true
tosp_sf812e,pap_esophagus_cervical_esophagostomy_esophagus_intestine_stomach_upper_gi,[],high,false
tosp_sf812l,pap_liver_lobectomy,[],high,false
tosp_sf812m,pap_mouth_intra_oral_tumour_radical_excision,"[""unilateral""]",low,true
tosp_sf812p,pap_parotid_calculus_removal,[],high,false
tosp_sf812s,pap_stomach_total_proximal_gastrectomy_for_benign_gastric_diseases,[],high,false
tosp_sf812t,pap_tooth_unerupted_partially_erupted_impacted_excision,[],low,true
tosp_sf813a,pap_abdominal_wall_burst_abdomen_repair,[],high,false
tosp_sf813e,pap_endoscopy_multiple_polyps_2_or_polyps,"[""endoscopic""]",low,true
tosp_sf813l,pap_liver_partial_lobectomy_segmental_resection,[],high,false
tosp_sf813m,pap_mouth_leukoplakia_limited_excision,[],high,false
tosp_sf813p,pap_parotid_fistula_repair,[],high,false
tosp_sf813s,pap_stomach_wedge_resection,[],high,false
tosp_sf813t,pap_tooth_unerupted_partially_erupted_impacted_excision,[],low,true
tosp_sf814a,pap_abdominal_wall_epigastric_umbilical_hernia_repair,[],high,false
tosp_sf814l,pap_liver,"[""biopsy"", ""imaging_guided"", ""percutaneous""]",med,false
tosp_sf814m,pap_mouth_leukoplakia_wide_excision_and_skin_grafting,[],high,false
tosp_sf814p,pap_parotid_tumor_superficial_parotidectomy,[],high,false
tosp_sf814s,pap_stomach_percuatneous_gastrostomy_jejunostomy_change,[],low,true
tosp_sf814t,pap_tooth_dislocation_reimplantation_and_transplantation,[],high,false
tosp_sf815a,pap_abdominal_wall_exomphalos_gastroschisis_operating_by_plastic_flap,[],high,false
tosp_sf815l,pap_liver_wedge_local_excision,[],high,false
tosp_sf815m,pap_mouth_macrocheilia_and_macroglossia_reconstruction,[],high,false
tosp_sf815p,pap_parotid_tumor_total_parotidectomy,[],low,true
tosp_sf815t,pap_tooth_fracture_dislocation_removal_of_arch_bar_dental_cap_splint,[],high,false
tosp_sf816a,pap_abdominal_wall_exomphalos_gastroschisis_repair,[],high,false
tosp_sf816m,pap_mouth_malignant_tumor_wide_excision_and_major_reconstruction,[],high,false
tosp_sf816p,pap_parotid_tumour_total_parotidectomy,[],low,true
tosp_sf816t,pap_tooth_simple_unerupted_partially_erupted_impacted_fractured_removal_of_multiple,[],high,false
tosp_sf817a,pap_abdominal_wall_inguinal_hernia_herniotomy,"[""bilateral""]",high,false
tosp_sf817m,pap_mouth_mucous_cyst_ranula_of_floor_of_mouth_marsupialization,"[""biopsy""]",med,false
tosp_sf817p,pap_parotid_tumor_total_parotidectomy,[],low,true
tosp_sf817t,pap_tooth_unerupted_partially_erupted_impacted_excision,[],low,true
tosp_sf818a,pap_abdominal_wall_inguinal_hernia_herniotomy,"[""unilateral""]",high,false
tosp_sf818m,pap_mouth_mucous_cyst_ranula_of_floor_of_mouth_excision,"[""biopsy""]",med,false
tosp_sf818t,pap_tooth_peri_radicular_surgery,[],high,false
tosp_sf819a,pap_abdominal_wall_inguinal_femoral_hernia_herniorrhaphy,"[""unilateral""]",high,false
tosp_sf819m,pap_mouth_nasolabial_cyst_excision,"[""biopsy""]",med,false
tosp_sf820a,pap_abdominal_wall_inguinal_femoral_hernia_herniorrhaphy,"[""bilateral""]",high,false
tosp_sf820m,pap_mouth_oro_antral_fistula_removal_of_tooth_roots_in_antrum_and_closure,[],high,false
tosp_sf821a,pap_abdominal_wall_strangulated_obstructed_hernia_repair,[],low,true
tosp_sf821m,pap_mouth_small_soft_tissue_tumor_excision_3cm,"[""biopsy""]",med,false
tosp_sf822a,pap_abdominal_wall_strangulated_obstructed_hernia_repair_without_bowel_resection,[],low,true
tosp_sf822m,pap_mouth_tumor_radical_excision,"[""biopsy""]",low,true
tosp_sf823a,pap_abdominal_wall_ventral_incisional_recurrent_hernia_repair,[],high,false
tosp_sf823m,pap_mouth_of_oral_mucosa_cryosurgical_laser_application,"[""biopsy""]",low,true
tosp_sf824m,pap_mouth_various_pathologic_lesions_of_oral_mucosa_cryosurgical_laser_application,"[""biopsy""]",low,true
tosp_sf825m,pap_mouth_abscess_drainage_of_more_than_1_space,[],high,false
tosp_sf826a,pap_anus_ano_rectal_prolapse_circumanal_suture,[],high,false
tosp_sf827a,pap_anus_ano_rectal_prolapse_injection,[],high,false
tosp_sf828a,pap_anus_ano_rectal_prolapse_radical_operation_without_resection,[],low,true
tosp_sf829a,pap_anus_ano_rectal_prolapse_radical_operation,[],low,true
tosp_sf831a,pap_anus_fissure_excision_lateral_sphincterotomy,[],high,false
tosp_sf832a,pap_anus_fistula_in_ano_complex_and_recurrent_fistulectomy,[],high,false
tosp_sf833a,pap_anus_fistula_in_ano_excision_fistulectomy,[],high,false
tosp_sf834a,pap_anus_hemorrhoids_injection_ligation_banding,[],high,false
tosp_sf835a,pap_anus_hemorrhoids_cryosurgery,[],high,false
tosp_sf836a,pap_anus_hemorrhoids_hemorrhoidectomy,[],low,true
tosp_sf837a,pap_anus_hemorrhoids_stapled_haemorrhoidectomy,[],high,false
tosp_sf838a,pap_anus_hemorrhoids_removal_of_external_anal_tags,[],high,false
tosp_sf839a,pap_anus_incontinence_operation,[],high,false
tosp_sf840a,pap_anus_ischiorectal_abscess_saucerisation,[],high,false
tosp_sf841a,pap_anus_perineal_abscess_saucerisation_drainage,[],high,false
tosp_sf842a,pap_anus_stricture_dilatation,[],high,false
tosp_sf843a,pap_anus_stricture_repair,[],high,false
tosp_sf844a,pap_anus_thrombosed_external_hemorrhoid_incision_and_drainage,[],high,false
tosp_sf845a,pap_anus_tumor_abdomino_perineal_resection,[],high,false
tosp_sf846a,pap_anus_of_muscle_mucosa,"[""biopsy""]",med,false
tosp_sf847a,pap_appendix_abscess_drainage_only,[],high,false
tosp_sf848a,pap_appendix_tumor_hemicolectomy,"[""right""]",low,true
tosp_sf849a,pap_appendix_appendicectomy_without_drainage,[],low,true
tosp_sf850a,pap_abdominal_wall_inguinal_hernia_herniotomy,"[""bilateral""]",high,false
tosp_sf851a,pap_abdominal_wall_inguinal_hernia_herniotomy,"[""unilateral""]",high,false
tosp_sf852a,pap_abdomen_pelvis_insertion_of_peritoneal_dialysis_catheter,[],high,false
tosp_sf853a,pap_abdomen_pelvis_removal_of_peritoneal_dialysis_catheter,[],high,false
tosp_sf854a,pap_abdominal_cavity_removal_replacement_revision_of_gastric_band,[],high,false
tosp_sg700b,pap_bladder_cystoscopic_intradetrusor_injection_of_botulinum,[],high,false
tosp_sg700k,pap_kidney_and_ureter_nephroureterectomy,"[""minimally_invasive""]",med,false
tosp_sg700u,pap_ureter_cystoscopy_and_insertion_of_double_j_stent,[],high,false
tosp_sg701b,pap_bladder_ureter_lympholysis_for_chyluria,"[""minimally_invasive""]",med,false
tosp_sg701k,pap_kidney_catheter_blockage_nephrostomy_catheter_change_catheter_adjustment,"[""imaging_guided""]",med,false
tosp_sg701u,pap_ureter_extra_corporeal_shockwave_lithotripsy_for_ureteric_stone,[],high,false
tosp_sg702b,pap_bladder_diverticulum_excision,"[""minimally_invasive""]",med,false
tosp_sg702k,pap_kidney_cyst_alcohol_ablation,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sg703b,pap_bladder_image_guided_suprapubic_cystostomy,[],high,false
tosp_sg703k,pap_kidney_cyst_aspiration,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sg703u,pap_urethra_mid_urethral_slings,[],high,false
tosp_sg704b,pap_bladder_urachal_fistula_excision,"[""minimally_invasive""]",med,false
tosp_sg704k,pap_kidney_cyst_marsupialisation,"[""minimally_invasive""]",med,false
tosp_sg704u,pap_ureter_stricture_antegrade_balloon_dilatation,"[""percutaneous""]",med,false
tosp_sg705b,pap_bladder_catheterisation,[],high,false
tosp_sg705k,pap_kidney_transplant_donation,[],high,false
tosp_sg705u,pap_urethra_substitution_urethroplasty_flap_or_graft,[],high,false
tosp_sg706b,pap_bladder_partial_excision,"[""minimally_invasive""]",med,false
tosp_sg706k,pap_kidney_transplant_donation,[],high,false
tosp_sg706u,pap_ureter_reimplantation,"[""bilateral""]",high,false
tosp_sg707b,pap_bladder_total_radical_cystectomy_creation_of_ileal_neobladder,[],high,false
tosp_sg707u,pap_ureter_antegrade_insertion_of_double_j_stent,"[""percutaneous""]",med,false
tosp_sg708b,pap_bladder_cystoscopy_external_sphincterotomy_for_neurogenic_bladder_neck_obstructi,[],high,false
tosp_sg708k,pap_kidney_transplant_recipient,[],high,false
tosp_sg709b,pap_bladder_cystoscopy_removal_of_foreign_body_ureteric_stent,[],high,false
tosp_sg709k,pap_kidney_calculus_nephrolithotomy_or_nephrostolithotomy,"[""percutaneous""]",med,false
tosp_sg709u,pap_ureter_ureteroscopy,[],high,false
tosp_sg710b,pap_bladder_cystoscopy,[],low,true
tosp_sg711b,pap_bladder_cystoscopy,"[""endoscopic""]",low,true
tosp_sg711k,pap_kidney_hydronephrosis_nephrostomy_and_drainage_catheter_insertion,"[""percutaneous""]",med,false
tosp_sg711u,pap_urethra_excision_of_urethral_diverticulum,[],high,false
tosp_sg712b,pap_bladder_cystoscopy,"[""endoscopic""]",low,true
tosp_sg712k,pap_kidney_renal_abscess_perinephric_abscess_drainage,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sg712u,pap_urethra_urethroscopy,[],low,true
tosp_sg713b,pap_bladder_cystoscopy,"[""biopsy""]",low,true
tosp_sg713k,pap_kidney_renal_abscess_perinephric_abscess_aspiration,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sg714b,pap_bladder_urethra_transurethral_resection_of_bladder_tumour,[],high,false
tosp_sg714k,pap_kidney_stones_renal_stones_removal,"[""imaging_guided"", ""percutaneous""]",med,false
tosp_sg715b,pap_bladder_urethra_transurethral_resection_of_bladder_tumour,[],high,false
tosp_sg715k,pap_kidney_tumour_guided_local_ablation,"[""minimally_invasive"", ""percutaneous""]",med,false
tosp_sg716b,pap_bladder_ureter_cystoscopy,[],low,true
tosp_sg716k,pap_kidney_check_nephrostogram,[],high,false
tosp_sg717b,pap_bladder_cystoscopy,[],low,true
tosp_sg717k,pap_kidney,"[""biopsy"", ""imaging_guided"", ""percutaneous""]",med,false
tosp_sg718b,pap_bladder_urethra_cystoscopy,[],low,true
tosp_sg718k,pap_kidney_antegrade_nephrostography,"[""percutaneous""]",med,false
tosp_sg719k,pap_kidney,"[""biopsy"", ""imaging_guided"", ""percutaneous""]",med,false
tosp_sg720k,pap_kidney_partial_nephrectomy_laparascopic,[],high,false
tosp_sg721k,pap_kidney_partial_nephrectomy,"[""open""]",med,false
tosp_sg722k,pap_kidney_simple_nephrectomy_laproscopic,[],high,false
tosp_sg723k,pap_kidney_ureter_endopyelotomy,"[""percutaneous""]",med,false
tosp_sg725k,pap_kidney_ureter_pyeloplasty,"[""unilateral""]",high,false
